configuration,1000 100x100,1000 100x100,1000 100x100,2000 141x141,2000 141x141,2000 141x141,4000 200x200,4000 200x200,4000 200x200,8000 282x282,8000 282x282,8000 282x282,16000 400x400,16000 400x400,16000 400x400,32000 565x565,32000 565x565,32000 565x565,64000 800x800,64000 800x800,64000 800x800,128000 1131x1131,128000 1131x1131,128000 1131x1131
"Speedup vs krABMaga",INIT,STEP,TOT,INIT,STEP,TOT,INIT,STEP,TOT,INIT,STEP,TOT,INIT,STEP,TOT,INIT,STEP,TOT,INIT,STEP,TOT,INIT,STEP,TOT
Agent.jl,"53119,5883","3,612525376","38,38502674","24908,23912","3,29191463","30,52497883","14052,39433","3,332893797","24,15752098","6021,280603","3,14295446","15,08031378","3667,623421","3,811583786","10,81285652","1523,275458","4,913361302","8,433793929","731,0180995","6,876565372","8,592761394","395,2545496","5,933356954","6,547164843"
MASON,"32,67439961","1,652418658","1,672727273","23,23060245","2,031857698","2,055038103","15,24357048","2,818897566","2,837314396","7,532956685","6,095767099","6,098617856","6,314580941","11,63236461","11,62220272","3,050211168","13,91028486","13,88510499","1,809954751","13,9741371","13,94530831","1,382170007","10,94002475","10,92495574"
Repast,0,"36,90116278","36,87700535",0,"29,21060336","29,17866215",0,"23,59856907","23,56358941",0,"14,77342057","14,74411655",0,"10,8874132","10,86660816",0,"8,67532054","8,65520618",#VALUE!,"8,973545884","8,95227882",0,"10,46076549","10,44427294"
Netlogo,"30885,47623","2,16719416","22,38502674","14728,20195","2,886305991","18,98814564","8616,972627","4,228346349","16,99483538","3791,902072","5,758527374","13,26858424","2634,902411","8,395815611","13,41487495","1354,059127","10,4049319","13,52029159","1074,886878","12,69335369","15,21072386","1093,296475","11,13654833","12,84269306"
Mesa,"19784,34896","5,624002622","18,57219251","37761,34428","9,536253275","50,81710415","90440,10366","15,09985153","149,1349258","164958,5687","19,73282828","346,8995144","534068,3123","27,26579312","1047,778631","1130449,789","30,70769023","2651,666304","2798073,416","33,41968633","6664,699464","6365871,631","24,34937145","10060,81119"
